Channel,End Date,Geo ID,Geo Name,Load Date,Product ID,Site Name,Start Date,Time Bucket,Audio Complete,Bounce,Page View,PDF Download,SessionDuration(sec),Signup Attemps,Site Visit
Display,12/20/2021,1,India,10/28/2021,1002345,www.gov.in,10/1/2021,QTD,4,410,30,17,101,1,580
Display,12/20/2021,1,India,11/5/2021,1002345,www.gov.in,10/1/2021,QTD,8,415,21,8,87,1,555
Display,12/20/2021,1,India,10/8/2021,1002345,www.gov.in,10/1/2021,QTD,10,424,27,9,80,1,566
Display,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,10/1/2021,QTD,11,415,33,18,44,1,570
Display,12/20/2021,1,India,10/1/2021,1002345,www.gov.in,10/1/2021,QTD,15,400,20,3,68,1,578
Display,12/20/2021,1,India,10/16/2021,1002345,www.gov.in,10/1/2021,QTD,5,421,22,10,46,2,557
Display,12/20/2021,1,India,12/11/2021,1002345,www.gov.in,10/1/2021,QTD,6,424,20,11,67,2,555
Display,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,10/1/2021,QTD,11,400,21,9,73,2,580
Display,12/20/2021,1,India,10/6/2021,1002345,www.gov.in,10/1/2021,QTD,16,403,26,17,110,2,555
Display,12/20/2021,1,India,10/31/2021,1002345,www.gov.in,10/1/2021,QTD,3,426,34,11,77,3,569
Display,12/20/2021,1,India,10/19/2021,1002345,www.gov.in,10/1/2021,QTD,5,401,39,11,39,3,552
Display,12/20/2021,1,India,10/13/2021,1002345,www.gov.in,10/1/2021,QTD,10,426,33,7,59,3,578
Display,12/20/2021,1,India,10/21/2021,1002345,www.gov.in,10/1/2021,QTD,16,425,24,4,98,3,553
Display,12/20/2021,1,India,11/13/2021,1002345,www.gov.in,10/1/2021,QTD,3,412,35,5,62,4,561
Display,12/20/2021,1,India,11/26/2021,1002345,www.gov.in,10/1/2021,QTD,9,408,22,5,70,4,578
Display,12/20/2021,1,India,11/30/2021,1002345,www.gov.in,10/1/2021,QTD,10,426,34,1,117,4,552
Display,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,10/1/2021,QTD,3,403,30,7,90,5,576
Display,12/20/2021,1,India,11/16/2021,1002345,www.gov.in,10/1/2021,QTD,4,417,30,3,32,5,563
Display,12/20/2021,1,India,10/17/2021,1002345,www.gov.in,10/1/2021,QTD,4,422,37,14,108,5,551
Display,12/20/2021,1,India,10/28/2021,1002345,www.gov.in,10/1/2021,QTD,10,401,33,15,42,5,574
Display,12/20/2021,1,India,10/30/2021,1002345,www.gov.in,10/1/2021,QTD,12,426,34,12,40,5,580
Display,12/20/2021,1,India,11/11/2021,1002345,www.gov.in,10/1/2021,QTD,15,407,23,2,104,5,574
Display,12/20/2021,1,India,11/4/2021,1002345,www.gov.in,10/1/2021,QTD,15,408,29,5,37,5,555
Display,12/20/2021,1,India,11/29/2021,1002345,www.gov.in,10/1/2021,QTD,12,419,35,2,92,6,570
Display,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,10/1/2021,QTD,12,412,33,3,50,6,569
Display,12/20/2021,1,India,11/18/2021,1002345,www.gov.in,10/1/2021,QTD,14,423,23,1,89,6,559
Display,12/20/2021,1,India,10/6/2021,1002345,www.gov.in,10/1/2021,QTD,3,400,30,9,44,7,578
Display,12/20/2021,1,India,11/26/2021,1002345,www.gov.in,10/1/2021,QTD,13,416,24,17,44,7,566
Display,12/20/2021,1,India,11/9/2021,1002345,www.gov.in,10/1/2021,QTD,16,417,39,7,73,7,555
Display,12/20/2021,1,India,11/6/2021,1002345,www.gov.in,10/1/2021,QTD,1,400,38,14,120,8,568
Display,12/20/2021,1,India,10/24/2021,1002345,www.gov.in,10/1/2021,QTD,4,424,25,1,54,8,571
Display,12/20/2021,1,India,10/28/2021,1002345,www.gov.in,10/1/2021,QTD,9,415,23,11,31,8,553
Display,12/20/2021,1,India,10/18/2021,1002345,www.gov.in,10/1/2021,QTD,9,407,30,17,114,8,569
Display,12/20/2021,1,India,11/14/2021,1002345,www.gov.in,10/1/2021,QTD,3,400,31,14,91,9,550
Display,12/20/2021,1,India,11/8/2021,1002345,www.gov.in,10/1/2021,QTD,8,421,28,11,39,9,574
Display,12/20/2021,1,India,12/6/2021,1002345,www.gov.in,10/1/2021,QTD,9,412,34,10,69,9,562
Display,12/20/2021,1,India,11/25/2021,1002345,www.gov.in,10/1/2021,QTD,10,421,20,1,52,9,556
Display,12/20/2021,1,India,11/25/2021,1002345,www.gov.in,10/1/2021,QTD,4,426,34,1,73,10,578
Display,12/20/2021,1,India,10/15/2021,1002345,www.gov.in,10/1/2021,QTD,12,425,21,18,84,10,566
Display,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,10/1/2021,QTD,14,421,33,15,86,10,552
Display,12/20/2021,1,India,11/15/2021,1002345,www.gov.in,10/1/2021,QTD,15,426,31,4,44,10,550
Display,12/20/2021,1,India,11/2/2021,1002345,www.gov.in,10/1/2021,QTD,16,426,40,3,71,10,558
Display,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,10/1/2021,QTD,1,428,35,7,67,11,553
Display,12/20/2021,1,India,10/23/2021,1002345,www.gov.in,10/1/2021,QTD,3,416,25,8,88,11,569
Display,12/20/2021,1,India,10/31/2021,1002345,www.gov.in,10/1/2021,QTD,3,410,38,5,84,12,557
Display,12/20/2021,1,India,10/10/2021,1002345,www.gov.in,10/1/2021,QTD,6,427,39,14,106,12,561
Display,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,10/1/2021,QTD,9,404,36,17,119,12,578
Display,12/20/2021,1,India,11/7/2021,1002345,www.gov.in,10/1/2021,QTD,10,415,38,2,71,13,556
Display,12/20/2021,1,India,11/27/2021,1002345,www.gov.in,10/1/2021,QTD,14,412,27,18,94,13,561
Display,12/20/2021,1,India,10/11/2021,1002345,www.gov.in,10/1/2021,QTD,5,413,22,12,66,14,563
Display,12/20/2021,1,India,10/20/2021,1002345,www.gov.in,10/1/2021,QTD,8,414,33,15,65,14,579
Display,12/20/2021,1,India,11/10/2021,1002345,www.gov.in,10/1/2021,QTD,10,426,40,9,36,14,559
Display,12/20/2021,1,India,10/28/2021,1002345,www.gov.in,10/1/2021,QTD,12,425,33,3,45,14,550
Display,12/20/2021,1,India,11/24/2021,1002345,www.gov.in,10/1/2021,QTD,6,425,39,14,42,15,563
Display,12/20/2021,1,India,11/22/2021,1002345,www.gov.in,10/1/2021,QTD,14,410,29,6,57,15,553
Display,12/20/2021,1,India,12/6/2021,1002345,www.gov.in,12/1/2021,MTD,5,419,34,2,102,4,563
Display,12/20/2021,1,India,12/8/2021,1002345,www.gov.in,12/1/2021,MTD,3,408,27,13,111,8,568
Display,12/20/2021,1,India,12/11/2021,1002345,www.gov.in,12/1/2021,MTD,7,426,20,18,72,8,570
Display,12/20/2021,1,India,12/7/2021,1002345,www.gov.in,12/1/2021,MTD,4,421,37,18,84,11,563
Display,12/20/2021,1,India,12/9/2021,1002345,www.gov.in,12/1/2021,MTD,9,411,33,13,52,11,577
Display,12/20/2021,1,India,12/3/2021,1002345,www.gov.in,12/1/2021,MTD,12,425,35,1,94,14,579
Display,12/20/2021,1,India,12/16/2021,1002345,www.gov.in,12/1/2021,MTD,10,403,24,16,106,15,578
Email,12/31/2020,1,India,12/15/2020,1002345,www.gov.in,12/1/2020,M12,9,406,21,11,77,1,570
Email,12/31/2020,1,India,12/2/2020,1002345,www.gov.in,12/1/2020,M12,12,407,23,6,39,1,569
Email,12/31/2020,1,India,12/15/2020,1002345,www.gov.in,12/1/2020,M12,15,416,22,11,76,1,557
Email,12/31/2020,1,India,12/8/2020,1002345,www.gov.in,12/1/2020,M12,1,409,34,2,40,2,572
Email,12/31/2020,1,India,12/24/2020,1002345,www.gov.in,12/1/2020,M12,4,426,21,9,114,3,569
Email,12/31/2020,1,India,12/9/2020,1002345,www.gov.in,12/1/2020,M12,14,426,29,12,39,4,551
Email,12/31/2020,1,India,12/20/2020,1002345,www.gov.in,12/1/2020,M12,3,418,23,16,68,5,554
Email,12/31/2020,1,India,12/13/2020,1002345,www.gov.in,12/1/2020,M12,7,416,37,6,109,5,552
Email,12/31/2020,1,India,12/28/2020,1002345,www.gov.in,12/1/2020,M12,2,409,35,14,76,6,564
Email,12/31/2020,1,India,12/7/2020,1002345,www.gov.in,12/1/2020,M12,5,412,27,1,102,6,553
Email,12/31/2020,1,India,12/20/2020,1002345,www.gov.in,12/1/2020,M12,4,417,37,15,84,7,552
Email,12/31/2020,1,India,12/15/2020,1002345,www.gov.in,12/1/2020,M12,10,416,39,3,89,7,566
Email,12/31/2020,1,India,12/25/2020,1002345,www.gov.in,12/1/2020,M12,9,429,28,7,89,8,569
Email,12/31/2020,1,India,12/30/2020,1002345,www.gov.in,12/1/2020,M12,4,415,35,18,101,9,572
Email,12/31/2020,1,India,12/12/2020,1002345,www.gov.in,12/1/2020,M12,7,426,32,4,72,9,578
Email,12/31/2020,1,India,12/1/2020,1002345,www.gov.in,12/1/2020,M12,12,400,33,16,84,9,557
Email,12/31/2020,1,India,12/28/2020,1002345,www.gov.in,12/1/2020,M12,14,429,22,10,93,9,565
Email,12/31/2020,1,India,12/28/2020,1002345,www.gov.in,12/1/2020,M12,15,417,37,2,111,9,563
Email,12/31/2020,1,India,12/14/2020,1002345,www.gov.in,12/1/2020,M12,11,401,38,15,77,10,567
Email,12/31/2020,1,India,12/4/2020,1002345,www.gov.in,12/1/2020,M12,5,429,36,18,55,11,551
Email,12/31/2020,1,India,12/5/2020,1002345,www.gov.in,12/1/2020,M12,7,423,30,15,52,11,579
Email,12/31/2020,1,India,12/7/2020,1002345,www.gov.in,12/1/2020,M12,10,407,30,15,90,11,555
Email,12/31/2020,1,India,12/15/2020,1002345,www.gov.in,12/1/2020,M12,1,412,30,8,49,12,559
Email,12/31/2020,1,India,12/17/2020,1002345,www.gov.in,12/1/2020,M12,3,414,29,10,93,12,570
Email,12/31/2020,1,India,12/13/2020,1002345,www.gov.in,12/1/2020,M12,8,413,20,3,109,12,567
Email,12/31/2020,1,India,12/10/2020,1002345,www.gov.in,12/1/2020,M12,10,408,27,2,54,13,565
Email,12/31/2020,1,India,12/29/2020,1002345,www.gov.in,12/1/2020,M12,11,426,26,6,117,13,564
Email,12/31/2020,1,India,12/16/2020,1002345,www.gov.in,12/1/2020,M12,16,424,31,17,117,13,550
Email,12/31/2020,1,India,12/13/2020,1002345,www.gov.in,12/1/2020,M12,6,410,29,10,104,14,575
Email,12/31/2020,1,India,12/14/2020,1002345,www.gov.in,12/1/2020,M12,13,410,32,9,103,14,576
Email,12/31/2020,1,India,12/18/2020,1002345,www.gov.in,12/1/2020,M12,2,413,26,4,112,15,571
Email,12/31/2020,1,India,12/21/2020,1002345,www.gov.in,12/1/2020,M12,6,402,35,17,88,15,559
Email,12/31/2020,1,India,12/6/2020,1002345,www.gov.in,12/1/2020,M12,10,420,22,14,53,15,578
Email,1/31/2021,1,India,1/1/2021,1002345,www.gov.in,1/1/2021,M11,2,426,38,18,82,1,561
Email,1/31/2021,1,India,1/16/2021,1002345,www.gov.in,1/1/2021,M11,6,402,28,12,104,2,579
Email,1/31/2021,1,India,1/2/2021,1002345,www.gov.in,1/1/2021,M11,7,412,23,6,85,2,557
Email,1/31/2021,1,India,1/20/2021,1002345,www.gov.in,1/1/2021,M11,10,414,22,15,41,3,554
Email,1/31/2021,1,India,1/26/2021,1002345,www.gov.in,1/1/2021,M11,11,411,26,13,39,3,572
Email,1/31/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,M11,2,414,40,18,76,4,564
Email,1/31/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,M11,10,419,24,11,92,5,564
Email,1/31/2021,1,India,1/16/2021,1002345,www.gov.in,1/1/2021,M11,5,420,33,10,59,6,560
Email,1/31/2021,1,India,1/12/2021,1002345,www.gov.in,1/1/2021,M11,5,409,29,15,69,6,572
Email,1/31/2021,1,India,1/13/2021,1002345,www.gov.in,1/1/2021,M11,9,418,22,2,49,6,575
Email,1/31/2021,1,India,1/2/2021,1002345,www.gov.in,1/1/2021,M11,12,414,23,14,36,6,578
Email,1/31/2021,1,India,1/17/2021,1002345,www.gov.in,1/1/2021,M11,16,403,40,11,111,6,569
Email,1/31/2021,1,India,1/14/2021,1002345,www.gov.in,1/1/2021,M11,7,415,37,9,74,7,572
Email,1/31/2021,1,India,1/10/2021,1002345,www.gov.in,1/1/2021,M11,14,412,35,8,84,7,577
Email,1/31/2021,1,India,1/1/2021,1002345,www.gov.in,1/1/2021,M11,8,407,26,7,58,8,568
Email,1/31/2021,1,India,1/15/2021,1002345,www.gov.in,1/1/2021,M11,8,407,37,11,87,8,562
Email,1/31/2021,1,India,1/18/2021,1002345,www.gov.in,1/1/2021,M11,2,400,25,4,70,9,565
Email,1/31/2021,1,India,1/24/2021,1002345,www.gov.in,1/1/2021,M11,6,424,22,17,93,11,580
Email,1/31/2021,1,India,1/11/2021,1002345,www.gov.in,1/1/2021,M11,16,420,38,4,55,11,565
Email,1/31/2021,1,India,1/7/2021,1002345,www.gov.in,1/1/2021,M11,5,426,26,13,107,12,557
Email,1/31/2021,1,India,1/16/2021,1002345,www.gov.in,1/1/2021,M11,6,412,40,2,117,12,578
Email,1/31/2021,1,India,1/25/2021,1002345,www.gov.in,1/1/2021,M11,2,411,39,2,86,13,565
Email,1/31/2021,1,India,1/21/2021,1002345,www.gov.in,1/1/2021,M11,5,403,37,6,105,13,550
Email,1/31/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,M11,14,406,23,18,91,13,571
Email,1/31/2021,1,India,1/24/2021,1002345,www.gov.in,1/1/2021,M11,15,401,24,13,101,13,578
Email,1/31/2021,1,India,1/17/2021,1002345,www.gov.in,1/1/2021,M11,3,421,37,9,99,14,576
Email,1/31/2021,1,India,1/13/2021,1002345,www.gov.in,1/1/2021,M11,4,407,40,1,30,14,567
Email,1/31/2021,1,India,1/6/2021,1002345,www.gov.in,1/1/2021,M11,11,425,40,4,109,14,573
Email,1/31/2021,1,India,1/25/2021,1002345,www.gov.in,1/1/2021,M11,13,419,35,13,53,14,558
Email,1/31/2021,1,India,1/13/2021,1002345,www.gov.in,1/1/2021,M11,15,404,38,14,103,14,563
Email,1/31/2021,1,India,1/16/2021,1002345,www.gov.in,1/1/2021,M11,2,419,33,9,112,15,578
Email,1/31/2021,1,India,1/5/2021,1002345,www.gov.in,1/1/2021,M11,5,426,23,12,117,15,573
Email,2/28/2021,1,India,2/7/2021,1002345,www.gov.in,2/1/2021,M10,2,415,23,13,108,1,558
Email,2/28/2021,1,India,2/1/2021,1002345,www.gov.in,2/1/2021,M10,3,422,21,3,76,1,556
Email,2/28/2021,1,India,2/23/2021,1002345,www.gov.in,2/1/2021,M10,6,416,40,7,118,1,563
Email,2/28/2021,1,India,2/22/2021,1002345,www.gov.in,2/1/2021,M10,14,422,40,17,70,2,566
Email,2/28/2021,1,India,2/1/2021,1002345,www.gov.in,2/1/2021,M10,10,428,21,2,67,3,568
Email,2/28/2021,1,India,2/16/2021,1002345,www.gov.in,2/1/2021,M10,7,420,34,14,67,4,558
Email,2/28/2021,1,India,2/22/2021,1002345,www.gov.in,2/1/2021,M10,2,408,26,9,40,6,552
Email,2/28/2021,1,India,2/14/2021,1002345,www.gov.in,2/1/2021,M10,10,421,39,14,118,6,562
Email,2/28/2021,1,India,2/26/2021,1002345,www.gov.in,2/1/2021,M10,14,413,35,17,85,6,551
Email,2/28/2021,1,India,2/19/2021,1002345,www.gov.in,2/1/2021,M10,10,416,23,18,96,7,557
Email,2/28/2021,1,India,2/6/2021,1002345,www.gov.in,2/1/2021,M10,13,409,38,14,62,7,554
Email,2/28/2021,1,India,2/3/2021,1002345,www.gov.in,2/1/2021,M10,14,406,23,10,45,7,564
Email,2/28/2021,1,India,2/17/2021,1002345,www.gov.in,2/1/2021,M10,4,405,36,2,45,8,569
Email,2/28/2021,1,India,2/5/2021,1002345,www.gov.in,2/1/2021,M10,15,408,30,7,115,8,555
Email,2/28/2021,1,India,2/9/2021,1002345,www.gov.in,2/1/2021,M10,5,400,23,13,86,9,576
Email,2/28/2021,1,India,2/10/2021,1002345,www.gov.in,2/1/2021,M10,6,422,33,9,67,10,570
Email,2/28/2021,1,India,2/23/2021,1002345,www.gov.in,2/1/2021,M10,12,417,31,5,70,11,571
Email,2/28/2021,1,India,2/18/2021,1002345,www.gov.in,2/1/2021,M10,14,429,28,13,92,11,555
Email,2/28/2021,1,India,2/6/2021,1002345,www.gov.in,2/1/2021,M10,2,405,39,14,55,13,554
Email,2/28/2021,1,India,2/13/2021,1002345,www.gov.in,2/1/2021,M10,10,429,21,8,118,13,559
Email,2/28/2021,1,India,2/23/2021,1002345,www.gov.in,2/1/2021,M10,7,401,28,2,79,14,552
Email,2/28/2021,1,India,2/3/2021,1002345,www.gov.in,2/1/2021,M10,14,425,27,16,112,14,572
Email,3/31/2021,1,India,3/7/2021,1002345,www.gov.in,3/1/2021,M9,9,402,35,4,83,1,573
Email,3/31/2021,1,India,3/23/2021,1002345,www.gov.in,3/1/2021,M9,14,428,26,7,113,2,558
Email,3/31/2021,1,India,3/7/2021,1002345,www.gov.in,3/1/2021,M9,2,415,35,10,81,3,573
Email,3/31/2021,1,India,3/20/2021,1002345,www.gov.in,3/1/2021,M9,5,416,26,16,111,3,567
Email,3/31/2021,1,India,3/13/2021,1002345,www.gov.in,3/1/2021,M9,8,408,30,13,44,3,557
Email,3/31/2021,1,India,3/21/2021,1002345,www.gov.in,3/1/2021,M9,9,423,30,17,67,3,564
Email,3/31/2021,1,India,3/5/2021,1002345,www.gov.in,3/1/2021,M9,6,422,25,13,37,4,576
Email,3/31/2021,1,India,3/24/2021,1002345,www.gov.in,3/1/2021,M9,12,423,22,10,77,4,561
Email,3/31/2021,1,India,3/25/2021,1002345,www.gov.in,3/1/2021,M9,5,403,24,15,119,6,568
Email,3/31/2021,1,India,3/21/2021,1002345,www.gov.in,3/1/2021,M9,3,407,25,8,41,7,576
Email,3/31/2021,1,India,3/30/2021,1002345,www.gov.in,3/1/2021,M9,10,420,24,10,91,7,558
Email,3/31/2021,1,India,3/3/2021,1002345,www.gov.in,3/1/2021,M9,14,415,21,2,87,7,551
Email,3/31/2021,1,India,3/22/2021,1002345,www.gov.in,3/1/2021,M9,2,416,26,17,45,10,561
Email,3/31/2021,1,India,3/27/2021,1002345,www.gov.in,3/1/2021,M9,10,409,20,14,74,10,579
Email,3/31/2021,1,India,3/9/2021,1002345,www.gov.in,3/1/2021,M9,12,409,29,1,53,10,564
Email,3/31/2021,1,India,3/30/2021,1002345,www.gov.in,3/1/2021,M9,4,424,25,7,69,11,550
Email,3/31/2021,1,India,3/23/2021,1002345,www.gov.in,3/1/2021,M9,10,423,21,8,66,11,577
Email,3/31/2021,1,India,3/5/2021,1002345,www.gov.in,3/1/2021,M9,10,408,33,8,91,11,550
Email,3/31/2021,1,India,3/1/2021,1002345,www.gov.in,3/1/2021,M9,10,417,25,12,103,11,553
Email,3/31/2021,1,India,3/2/2021,1002345,www.gov.in,3/1/2021,M9,12,425,33,5,96,11,565
Email,3/31/2021,1,India,3/14/2021,1002345,www.gov.in,3/1/2021,M9,7,405,22,4,40,12,573
Email,3/31/2021,1,India,3/2/2021,1002345,www.gov.in,3/1/2021,M9,8,406,21,2,49,12,550
Email,3/31/2021,1,India,3/23/2021,1002345,www.gov.in,3/1/2021,M9,12,412,21,15,33,12,572
Email,3/31/2021,1,India,3/23/2021,1002345,www.gov.in,3/1/2021,M9,14,428,35,4,64,12,550
Email,3/31/2021,1,India,3/21/2021,1002345,www.gov.in,3/1/2021,M9,16,423,27,17,109,12,576
Email,3/31/2021,1,India,3/24/2021,1002345,www.gov.in,3/1/2021,M9,2,419,36,1,63,13,567
Email,3/31/2021,1,India,3/5/2021,1002345,www.gov.in,3/1/2021,M9,9,427,39,16,104,13,564
Email,3/31/2021,1,India,3/9/2021,1002345,www.gov.in,3/1/2021,M9,13,426,37,17,111,13,580
Email,3/31/2021,1,India,3/20/2021,1002345,www.gov.in,3/1/2021,M9,11,404,29,13,90,14,554
Email,3/31/2021,1,India,3/26/2021,1002345,www.gov.in,3/1/2021,M9,2,425,35,4,102,15,558
Email,4/30/2021,1,India,4/26/2021,1002345,www.gov.in,4/1/2021,M8,3,428,37,11,68,2,558
Email,4/30/2021,1,India,4/24/2021,1002345,www.gov.in,4/1/2021,M8,4,419,37,11,92,2,562
Email,4/30/2021,1,India,4/13/2021,1002345,www.gov.in,4/1/2021,M8,5,407,35,1,120,2,567
Email,4/30/2021,1,India,4/11/2021,1002345,www.gov.in,4/1/2021,M8,5,407,21,10,104,2,577
Email,4/30/2021,1,India,4/12/2021,1002345,www.gov.in,4/1/2021,M8,9,423,26,17,91,2,565
Email,4/30/2021,1,India,4/9/2021,1002345,www.gov.in,4/1/2021,M8,10,429,30,4,119,2,550
Email,4/30/2021,1,India,4/14/2021,1002345,www.gov.in,4/1/2021,M8,2,404,40,11,38,3,566
Email,4/30/2021,1,India,4/4/2021,1002345,www.gov.in,4/1/2021,M8,3,426,31,15,42,3,550
Email,4/30/2021,1,India,4/7/2021,1002345,www.gov.in,4/1/2021,M8,4,421,22,15,31,3,560
Email,4/30/2021,1,India,4/23/2021,1002345,www.gov.in,4/1/2021,M8,14,400,27,5,102,3,577
Email,4/30/2021,1,India,4/9/2021,1002345,www.gov.in,4/1/2021,M8,4,400,34,4,106,5,563
Email,4/30/2021,1,India,4/24/2021,1002345,www.gov.in,4/1/2021,M8,3,404,22,2,78,6,570
Email,4/30/2021,1,India,4/25/2021,1002345,www.gov.in,4/1/2021,M8,3,400,28,18,99,6,567
Email,4/30/2021,1,India,4/17/2021,1002345,www.gov.in,4/1/2021,M8,5,411,39,9,49,7,567
Email,4/30/2021,1,India,4/9/2021,1002345,www.gov.in,4/1/2021,M8,9,424,28,2,75,7,560
Email,4/30/2021,1,India,4/15/2021,1002345,www.gov.in,4/1/2021,M8,10,407,23,17,30,9,576
Email,4/30/2021,1,India,4/24/2021,1002345,www.gov.in,4/1/2021,M8,1,423,23,11,112,10,566
Email,4/30/2021,1,India,4/8/2021,1002345,www.gov.in,4/1/2021,M8,1,421,35,14,81,10,556
Email,4/30/2021,1,India,4/5/2021,1002345,www.gov.in,4/1/2021,M8,3,419,25,8,120,10,553
Email,4/30/2021,1,India,4/25/2021,1002345,www.gov.in,4/1/2021,M8,12,424,31,4,43,10,566
Email,4/30/2021,1,India,4/2/2021,1002345,www.gov.in,4/1/2021,M8,12,407,33,14,40,10,563
Email,4/30/2021,1,India,4/25/2021,1002345,www.gov.in,4/1/2021,M8,13,430,21,3,68,10,558
Email,4/30/2021,1,India,4/29/2021,1002345,www.gov.in,4/1/2021,M8,1,413,40,1,111,11,567
Email,4/30/2021,1,India,4/16/2021,1002345,www.gov.in,4/1/2021,M8,16,420,22,10,50,11,565
Email,4/30/2021,1,India,4/21/2021,1002345,www.gov.in,4/1/2021,M8,16,427,30,10,64,11,566
Email,4/30/2021,1,India,4/1/2021,1002345,www.gov.in,4/1/2021,M8,16,415,26,15,46,11,572
Email,4/30/2021,1,India,4/19/2021,1002345,www.gov.in,4/1/2021,M8,2,413,21,14,76,12,560
Email,4/30/2021,1,India,4/21/2021,1002345,www.gov.in,4/1/2021,M8,12,428,37,9,44,12,558
Email,4/30/2021,1,India,4/6/2021,1002345,www.gov.in,4/1/2021,M8,1,424,34,8,119,14,558
Email,4/30/2021,1,India,4/8/2021,1002345,www.gov.in,4/1/2021,M8,15,411,29,7,61,14,551
Email,4/30/2021,1,India,4/28/2021,1002345,www.gov.in,4/1/2021,M8,4,416,35,8,64,15,551
Email,4/30/2021,1,India,4/16/2021,1002345,www.gov.in,4/1/2021,M8,5,430,35,12,84,15,568
Email,4/30/2021,1,India,4/14/2021,1002345,www.gov.in,4/1/2021,M8,15,429,29,13,63,15,563
Email,4/30/2021,1,India,4/4/2021,1002345,www.gov.in,4/1/2021,M8,16,425,22,11,64,15,552
Email,5/31/2021,1,India,5/9/2021,1002345,www.gov.in,5/1/2021,M7,4,420,23,3,85,1,578
Email,5/31/2021,1,India,5/25/2021,1002345,www.gov.in,5/1/2021,M7,5,400,21,11,83,1,566
Email,5/31/2021,1,India,5/7/2021,1002345,www.gov.in,5/1/2021,M7,6,429,27,8,48,1,562
Email,5/31/2021,1,India,5/25/2021,1002345,www.gov.in,5/1/2021,M7,6,429,31,18,79,1,576
Email,5/31/2021,1,India,5/1/2021,1002345,www.gov.in,5/1/2021,M7,8,430,22,4,48,1,571
Email,5/31/2021,1,India,5/26/2021,1002345,www.gov.in,5/1/2021,M7,12,424,24,12,40,1,557
Email,5/31/2021,1,India,5/17/2021,1002345,www.gov.in,5/1/2021,M7,15,426,25,1,47,1,567
Email,5/31/2021,1,India,5/4/2021,1002345,www.gov.in,5/1/2021,M7,5,428,37,8,38,3,575
Email,5/31/2021,1,India,5/20/2021,1002345,www.gov.in,5/1/2021,M7,15,400,26,9,108,3,566
Email,5/31/2021,1,India,5/15/2021,1002345,www.gov.in,5/1/2021,M7,6,405,33,9,77,4,564
Email,5/31/2021,1,India,5/12/2021,1002345,www.gov.in,5/1/2021,M7,8,423,29,11,64,4,574
Email,5/31/2021,1,India,5/28/2021,1002345,www.gov.in,5/1/2021,M7,13,407,34,6,94,4,554
Email,5/31/2021,1,India,5/22/2021,1002345,www.gov.in,5/1/2021,M7,14,430,27,11,117,4,561
Email,5/31/2021,1,India,5/8/2021,1002345,www.gov.in,5/1/2021,M7,15,416,34,14,98,4,564
Email,5/31/2021,1,India,5/23/2021,1002345,www.gov.in,5/1/2021,M7,3,415,25,14,52,5,552
Email,5/31/2021,1,India,5/12/2021,1002345,www.gov.in,5/1/2021,M7,9,402,24,4,84,5,577
Email,5/31/2021,1,India,5/11/2021,1002345,www.gov.in,5/1/2021,M7,10,404,38,10,96,5,576
Email,5/31/2021,1,India,5/1/2021,1002345,www.gov.in,5/1/2021,M7,3,417,29,3,109,6,571
Email,5/31/2021,1,India,5/18/2021,1002345,www.gov.in,5/1/2021,M7,7,420,38,7,42,6,570
Email,5/31/2021,1,India,5/3/2021,1002345,www.gov.in,5/1/2021,M7,7,417,26,3,50,7,558
Email,5/31/2021,1,India,5/8/2021,1002345,www.gov.in,5/1/2021,M7,8,421,34,16,33,7,577
Email,5/31/2021,1,India,5/22/2021,1002345,www.gov.in,5/1/2021,M7,16,415,25,5,39,7,565
Email,5/31/2021,1,India,5/21/2021,1002345,www.gov.in,5/1/2021,M7,1,419,22,16,100,8,580
Email,5/31/2021,1,India,5/9/2021,1002345,www.gov.in,5/1/2021,M7,13,412,27,7,52,8,567
Email,5/31/2021,1,India,5/4/2021,1002345,www.gov.in,5/1/2021,M7,7,422,24,5,86,9,562
Email,5/31/2021,1,India,5/23/2021,1002345,www.gov.in,5/1/2021,M7,10,427,34,4,77,10,563
Email,5/31/2021,1,India,5/17/2021,1002345,www.gov.in,5/1/2021,M7,14,403,40,17,105,10,557
Email,5/31/2021,1,India,5/1/2021,1002345,www.gov.in,5/1/2021,M7,5,400,36,16,59,11,567
Email,5/31/2021,1,India,5/14/2021,1002345,www.gov.in,5/1/2021,M7,10,408,22,15,99,11,551
Email,5/31/2021,1,India,5/29/2021,1002345,www.gov.in,5/1/2021,M7,1,421,25,9,59,12,553
Email,5/31/2021,1,India,5/22/2021,1002345,www.gov.in,5/1/2021,M7,5,428,38,17,38,12,564
Email,5/31/2021,1,India,5/17/2021,1002345,www.gov.in,5/1/2021,M7,6,428,26,8,59,12,572
Email,5/31/2021,1,India,5/27/2021,1002345,www.gov.in,5/1/2021,M7,13,421,36,5,70,12,568
Email,5/31/2021,1,India,5/17/2021,1002345,www.gov.in,5/1/2021,M7,14,411,31,5,49,12,566
